"codigo";"titulo";"subtitulo";"informacao";"unidade";"estado_conservacao";"situacao";"numero_tombamento";"colecao";"subcolecao";"tipologia";"cedido_a";"data_limite_cessao"
"006351";"Repercussão";"";"Recorte retirado de Tribuna do Norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008244";"Repercussão do Projeto Baixo Açu na economia do Rio Grande do Norte";"";"Relatório retirado de debate apresentado durante a realização da conferência do Dr. Osvaldo Pontes, sobre a repercussão do projeto baixo açu na economia e do RN , na UFRN, durante a comemoração do jubileu de parata da UFRN";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Relatórios";"";""
"008547";"Repercussões do projeto baixo açu na economia do RN";"";"Relatório sobre o Ciclo de conferência e debates sobre temas da atualidade";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Relatórios";"";""
"008643";"Repercussões do Projeto Baixo-Açu na Economia do RN";"";"Ciclo de conferência e debates sobre temas da atualidade - com parte das comemorações do jubileu de prata da UFRN";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Projeto de pesquisa/ Projeto de extensão";"";""
"008546";"Repercussões sociais do projeto baixo açu";"";"Relatório da XIX dos bispos da província eclesiástica do RN ";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Relatórios";"";""
"005625";"Repeteco (Roda viva)";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008665";"Representante da Federação dos Trabalhadores na Agricultura - 1 Semana do Meio Ambiente";"Projeto Baixo-Assú";"Transcrição de entrevista. Pasta 02.";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Outros";"";""
"007515";"Resenha da assembleia";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007402";"Respeito ao mercado";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007845";"Resposta";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006840";"Ressureição de Pataxó";"";"Recorte retirado de O Vale";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007616";"Resumo de contrato de locação de imóveis";"";"Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008168";"Reunião da AMVALE ainda sem data";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008656";"Reunião da Província Eclesiástica do RN";"";"Transcrição da Reunião da Província Eclesiástica do RN - Baixo-Assú (Mossoró) - Pasta 01";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Outros";"";""
"006779";"Reunião de Fortaleza";"";"Recorte retirado de Tribuna do Norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007081";"Reunião de Ipanguaçu";"";"Recorte retirado de Tribuna do Norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006145";"Reunião no Vale do Açu será dia 10";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006344";"Reunião sobre Baixo-Açu";"";"Recorte retirado de Tribuna do Norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006236";"Reunião sobre o Baixo-Açu";"";"Recorte retirado de Tribuna do Norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"005894";"Reuniu-se o Conselho Regional de S.E.N.A.C.";"";"Recorte retirado de A Ordem";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007589";"Revista conta história do Assu em quadrinhos";"";"Recorte retirado de Tribuna do Norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008407";"Revogar";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007078";"Rio";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006479";"Rio Grande do Norte para principiantes";"";"Recorte retirado de O Poti";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007550";"Rio Piranhas é o gigante da cólera";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006647";"Rio Piranhas inunda Vale do Açu";"";"Recorte retirado de O Poti";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"005581";"Rizza";"";"Recorte retirado de O mossoroense";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"005545";"Rizza Montenegro defende reeleição de Paulo";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007345";"RN aciona o projeto fundiário";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006529";"RN terá 54 mil hectares irrigados";"";"Recorte retirado de Tribuna do Norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006930";"Roberto Furtado denuncia mais uma embromação";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008075";"Roberto Guedes";"Catita";"Recorte retirado de O Poti";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008081";"Roberto Guedes";"Madrugada";"Recorte retirado de O Poti";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"005536";"Roberto Guedes (Açu)";"";"Recorte retirado de Tribuna do Norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008416";"Roda viva";"Resposta necessária";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006469";"Roda Viva";"A lição do Açu";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008096";"Roda Viva";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"005604";"Rodoviária de Açu vai ser recuperada";"";"Recorte retirado de Tribuna do Norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006191";"Roldão Procópio critica construção da barragem Açu";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007575";"Ronaldo acha sua candidatura a vice, suposição";"";"Recorte retirado de Tribuna do Norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007501";"Ronaldo difícil";"";"Recorte retirado de Tribuna do Norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007424";"Ronaldo diz que só sai do governo para ser prefeito";"";"Recorte retirado de Tribuna do Norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007672";"Ronaldo é candidato em Assu";"";"Recorte retirado de O Poti";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007104";"Ronaldo em Fortaleza";"";"Recorte retirado de Tribuna do Norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"005525";"Ronaldo pode desistir de candidatura a deputado";"";"Recorte retirado de Jornal de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007846";"Ronaldo Soares caloteia cooperativas do Estado";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"005516";"Ronaldo Soares, em Açu, se lança candidato á Assembleia";"";"Recorte retirado de Jornal de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"005668";"Ronaldo Soares pode romper com Agripino";"";"Recorte retirado de Jornal de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007499";"Ronaldo vai mudar de estratégia";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006569";"Roteiro";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006578";"Sacos com pó de arroz";"";"Foto de homens próximos a sacos de pó de arroz para a pesca com camarões em São Rafael (Baixo-Assú/RN)";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Fotografias";"";""
"007352";"Safra";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006029";"Sai no fim do mês tabela de indenização no Açu";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007792";"Salinização";"";"Recorte retirado de O Poti";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007626";"Salomão diz que está aberto ao diálogo com os partidos";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007460";"Sangria na barragem alegra Vale do Assu";"";"Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007968";"São João";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006923";"São Rafael";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008685";"São Rafael";"Projeto Baixo-Assú";"Transcrição de entrevista. Pasta 04.";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Outros";"";""
"007279";"São Rafael começa a sumir nas águas";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006862";"Sãorafaelenses";"";"Recorte retirado de Tribuna do norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008288";"São Rafael já começa a morrer";"";"Recorte retirado de O Poti";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008236";"Sarney vê de perto situação de J. Câmara";"";"Recorte retirado de Jornal não informado";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008231";"Sarney visita hoje região dos tremores";"";"Recorte retirado de Tribuna do Norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007343";"Satélites ajudarão a fazer levantamento";"";"Recorte retirado de O Poti";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008646";"Saudação a Manoel Rodrigues de Melo Patrono da Coleção Vale do Assu";"";"Homenagem escrita sobre Manoel Rodrigues de Melo";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Outros";"";""
"006608";"Saúde trabalha no Açu";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008140";"Seca";"";"Recorte retirado de Veja";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008648";"Seca e Baixo-Assú";"";"Relato sobre o projeto de pesquisa ""Seca e Baixo-Açu""";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Relatórios";"";""
"005530";"Seca no município de Assú";"Perdida a safra o povo em dificuldades";"Recorte retirado de A Ordem";"Núcleo Temático da Seca e do Semi-árido";"RUIM";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"005873";"Secretaria de Agricultura distribuirá 20 toneladas de sementes de algodão herbaceo entre agricultores do Vale do Açu";"";"Recorte retirado de A República";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008084";"Secretário";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007817";"Secretário pede asfalto para Assu";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006614";"SEC verá currículos para o 1º grau no Assú";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"005661";"Sede (Roda Viva)";"";"Recorte retirado de O Poti";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006624";"SEEB firma convênio assistencial em Açu";"";"Recorte retirado de O Poti";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006032";"Segredo Exagerado";"";"Recorte retirado de Tribuna do Norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007449";"Segundo clichê";"";"Recorte retirado de Tribuna do Norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006791";"Semana do Meio-ambiente começa hoje na Câmara";"";"Recorte retirado de Tribuna do Norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006271";"Semana do Meio Ambiente debaterá projeto do Açu";"";"Recorte retirado de Tribuna do Norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"005923";"Semana Paroquial da Ação Catolica em Assú";"";"Recorte retirado de Jornal de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007721";"Sementes";"";"Recorte retirado de O Poti";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007416";"Sementes começam a ser distribuídas";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"005674";"Seminário (Roda viva)";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008102";"Sem lei";"";"Recorte retirado de O Poti";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007691";"Sem milho a canjica pode não ser feita";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007685";"Sem milho verde Assu festeja o padroeiro São João Batista";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007807";"Sem partido";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007668";"Senador assume em março e quer a união dos políticos";"";"O poti";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008706";"Senhor Diretor";"";"Carta de Clovis Gonçalves dos Santos reivindicando que sejam indenizados as vazantes destruídas pela água da barragem Armando Ribeiro Gonçalves";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Correspondências";"";""
"008700";"Senhor presidente";"";"Carta de José Francisco da Silva para o presidente da república sobre a elaboração e implementação do Projeto de Colonização em decorrência das desapropriações causadas pela construção da barragem Armando Ribeiro Gonçalves";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Correspondências";"";""
"008530";"Senhor Presidente";"";"Carta da Federação dos Trabalhadores na Agricultura do Estado Rio Grande do Norte para o presidente da república João Figueiredo apresentando os principais problemas que afligem os trabalhadores rurais do Rio Grande do Norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Correspondências";"";""
"008566";"Senhor Presidente:";"PAZ e ALEGRIA!";"Carta do bispo auxiliar Dom Antônio Soares Costa para José Francisco da Silva, informando sobre a participação da Arquiocese de Natal na manifestação de 1° de maio de 1981";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Correspondências";"";""
"008020";"Sepultado o ex-prefeito de Assú, João Batista Montenegro";"";"Recorte retirado de Tribuna do Norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006341";"Será a barragem  a melhor alternativa para o Baixo-Açu?";"";"Recorte retirado de RN Econômico";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"005953";"Será amanhã a fundação do Banco Rural Cooperativo do Assú";"";"Recorte retirado de A República";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"005679";"Sérios problemas marcam a vida de Açu aos 144 anos";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006589";"Serra Branca";"";"Foto de paisagem de São Rafael (Baixo-Assú/RN), com casas coloridas e ao fundo a Serra Branca, popularmente conhecida como ""velha""";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Fotografias";"";""
"007556";"Sesi atende comunidade industriária em Açu";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008114";"Sesquicentenário movimenta a cultura no Assu";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007720";"Sete chacinadores são interrogados em Assu";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006506";"Silêncio inexplicável";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"005452";"Silos";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006664";"Simpósio vai discutir problemas do Vale";"Açu";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"007996";"Sindicato";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006540";"Sindicato denuncia crise para agricultor";"";"Recorte retirado de Tribuna do Norte";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"006492";"Sindicato manda 500 para uma concentração em Açu";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008386";"Sindicatos rurais saem na sexta-feira às ruas contra a construção e lembrando o clima de intranquilidade";"";"Recorte retirado de Diário de Natal";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008122";"Sinhazinha Wanderley";"Uma precursora do ensino moderno em Assu";"Recorte retirado de O Poti";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Recortes de jornais";"";""
"008178";"Sismicidade na barragem do Açu";"Resultados preliminares";"Informe especial No. 04 do CCE - Departamento de física teórica e experimental grupo de geofísica - sismologia da UFRN.";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Relatórios";"";""
"008180";"Sismicidade no Nordeste";"Plano de Ação";"Serviço Público Federal - Ofício DGM N° 0271/87";"Núcleo Temático da Seca e do Semi-árido";"REGULAR";"EM_ACERVO";"";"Vale do Assú ou Projeto Baixo-Assú";"";"Outros";"";""
